Category,Article
raajneeti,"
२५ वर्ष सभापति चलाएका शर्मा फेरि सभापतिकै उमेद्वार

 सेतोपाटी संवाददाता काठमाडौं, माघ २५  print








Get News Alerts







कांग्रेस कास्कीको अधिवेशन


पटक पटक कांग्रेस केन्द्रीय समिति सदस्यमा पराजित भएपछि कास्कीका पुराना नेता शुक्रराज शर्मा पुनः जिल्ला सभापति पदका लागि मैदानमा उत्रिएका छन्। शर्मालाई टक्कर दिँदै वर्तमान जिल्ला सचिव एव्ं चर्चित युवा नेता कृष्णबहादुर केसीले सभापति पदका लागि उम्मेदवारी दिएका छन्। 



प्रतिबन्धित पञ्चायतकालदेखि कास्की जिल्ला पार्टी सभापति बनेर २५ वर्षसम्म जिल्लाको नेतृत्व गरेका शर्मा १०औं अधिवेशनपश्चात जिल्ला सभापतिमा आफ्नो उत्तराधिकारीका रुपमा सांसद यज्ञबहादुर थापालाई नेतृत्व हस्तान्तरण गरेका थिए।



कास्की कांग्रेसमा शर्माको पुरानो सम्बन्ध छ भने क्षेत्र नम्बर १ मा सबैभन्दा बढी मतका साथ महाधिवेशन प्रतिनिधिमा निर्वाचित केसीको युवा जमातमा पकड रहेको छ। पूर्व सभापति गिरिजाप्रसाद कोइरालादेखि वर्तमान सभापति सुशील कोइरालासम्मको अत्यन्त नजिक रहेर पनि केन्द्रीय समिति सदस्यको निर्वाचनमा संस्थापन पक्षको प्यानलमा पर्न नसक्दा पराजित भएका शर्मा पछिल्लो समय कोइराला क्याम्पबाट टाढा बन्दै गएका थिए।



केन्द्रमा संस्थापन पक्षका कोइरालाबाट टाढिएर वरिष्ठ नेता शेरबहादुर देउवा र उपसभापति रामचन्द्र पौडेलमध्ये कुन नेतासँग नजिक हुने भन्ने औपचारिक निर्णय शर्माले अझै गरिसकेका छैनन्। जिल्ला सभापति पदका लागि शर्माको पक्षमा केन्द्रीय सदस्य जीवन परियार, सांसद यज्ञबहादुर थापा, कांग्रेस नेता महादेव गुरुङ समेत उभिएका छन्। पार्टीका पूर्व महामन्त्री एवम् पूर्व सभामुख तारानाथ रानाभाट भने अहिलेसम्म शर्मा र केसीमध्ये कसको पक्षमा उभिने अझै खुलाएका छैनन्।



पार्टी विधान अनुसार दुई कार्यकाल जिल्ला सभापति बनेका कुनै पनि जिल्ला नेताले लागतार तेस्रो कार्यकालका लागि प्रतिस्पर्धा गर्न नपाउने व्यवस्थाका कारण पनि निर्वमान सभापति थापाले जिल्ला नेतृत्वबाट पछि हटेका हुन्। शर्माको प्यानलमा सचिव पदका लागि विष्णुप्रसाद पौडेल र केसीको प्यानलबाट दुर्गा तिमिल्सिनाले उम्मेदवारी दिएका छन भने अर्का युवा नेता सुदिप मोहन भट्टाराईले पनि सचिव पदका लागि प्रतिस्पर्धा गरिरहेका छन्।
प्रकाशित मिति:
सोमबार, माघ २५, २०७२ १३:५२:०७



          window._taboola = window._taboola || [];
          _taboola.push({
            mode: 'thumbnails-a',
            container: 'taboola-below-article-thumbnails',
            placement: 'Below Article Thumbnails',
            target_type: 'mix'
          });
        
 
प्रतिकृया दिनुहोस



"
